ID,LakeName,ResidentialCount_2004,ResidentialCount_2005,ResidentialCount_2006,ResidentialCount_2007,ResidentialCount_2008,ResidentialCount_2009,ResidentialCount_2010,ResidentialCount_2011,ResidentialCount_2012,ResidentialCount_2013,ResidentialCount_2014,ResidentialCount_2015,AgriculturalCount_2005,AgriculturalCount_2006,AgriculturalCount_2007,AgriculturalCount_2008,AgriculturalCount_2009,AgriculturalCount_2010,AgriculturalCount_2011,AgriculturalCount_2012,AgriculturalCount_2013,AgriculturalCount_2014,AgriculturalCount_2015,CommercialCount_2005,CommercialCount_2006,CommercialCount_2007,CommercialCount_2008,CommercialCount_2009,CommercialCount_2010,CommercialCount_2011,CommercialCount_2012,CommercialCount_2013,CommercialCount_2014,CommercialCount_2015,IndustrialCount_2005,IndustrialCount_2006,IndustrialCount_2007,IndustrialCount_2008,IndustrialCount_2009,IndustrialCount_2010,IndustrialCount_2011,IndustrialCount_2012,IndustrialCount_2013,IndustrialCount_2014,IndustrialCount_2015,PublicCount_2005,PublicCount_2006,PublicCount_2007,PublicCount_2008,PublicCount_2009,PublicCount_2010,PublicCount_2011,PublicCount_2012,PublicCount_2013,PublicCount_2014,PublicCount_2015
217,Otter Lake,,-0.04494382,-0.612135177,-0.02143878,0.000466418,0.001866542,0.008882655,-0.002830189,0.023988711,0,0.220240964,-0.012978986,0,0.923444976,-0.071428571,0.516666667,-0.034482759,0.033333333,-0.034482759,-0.116666667,0.044776119,0.171875,0.018867925,0,1,0,0,0,0,0,-0.25,-0.1,0,0,-0.105263158,-0.19047619,-0.72,0.534883721,-0.3,0.5,0,-0.923076923,0.08,0,0,-0.011111111,-0.791208791,-0.024539877,0.005988024,-0.078313253,0.547486034,-0.12345679,-0.153846154,0,0.038095238,-0.089108911
218,Owasso Lake,,-0.011044418,-0.006411779,-0.001415762,0.021913289,-0.023126957,-0.003060984,-0.011267606,0.024837512,-0.000476077,0.403045444,0.001195695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.846153846,0,0,-0.015873016,0,0,0,0,0,0.666666667,0,-2,0,0,0,-0.022900763,0.02238806,0.007633588,-0.038461538,0.007407407,0.798507463,-0.648148148,-1.370786517,0,0.004739336,0.19047619
219,Ox Yoke Lake,,-589,0.015254237,0,0.006884682,-0.019064125,-0.003401361,0.006779661,0.013651877,0.219723183,-0.024390244,0.015151515,-30.71428571,0.022522523,-0.00921659,0,0.01826484,-0.093023256,0.042553191,0.008888889,-0.080717489,-0.01659751,0.008163265,0,0,0,0,-0.114285714,0.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,0.073170732,-0.026315789,0.025641026,-0.052631579,0,-0.15,0.086956522,-0.523809524,-0.125,0.055555556
220,Pamela Pond,,0,0.012156448,-0.002407705,-0.002135041,-0.001065246,0.003990423,0.016559829,-0.001086366,0.137004883,-0.004715498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104477612,0,-0.277027027,0.111111111,0,0,-0.011904762,0.047058824,0,0.012345679,0,0,0.205128205,-0.161290323,0.111111111,0.0625,0.133333333,0.076923077,-0.166666667,0,-0.071428571,0,-0.125,0.222222222,-0.857142857,0,0,0,0,-0.307692308,0,0
221,Parkers Lake,,0,0.034955343,0.007020903,-0.080668488,-0.000743494,-0.000594354,-0.0004455,-0.001335906,0.337533353,-0.00179011,-0.004020549,0,0,0,-42,0,0,0,-0.004651163,0.032407407,0,-0.244019139,0,-0.16954023,-0.00982801,-0.136253041,0.04496788,-0.00896861,0.035555556,0.004608295,0.009259259,-0.004672897,0.004651163,0,0,-0.005865103,-0.513119534,0.348747592,0,0.01183432,0.005988024,0.003012048,0,0.012084592,0,0,-0.021621622,-0.068783069,0,0,0.00990099,0,0.01,0,-0.03030303
222,Parley Lake,,-68.11111111,0.007234727,-0.007287449,-0.015273312,0.000791766,0.009508716,0.0024,0,0.376102646,0.006426735,-0.003880983,-1.304347826,0.339622642,-0.042857143,0.04109589,0.028571429,0.044117647,0,0,-0.015384615,-0.46969697,0.206185567,0,0.032786885,-0.033898305,0,0,0.032786885,0,0,-0.033898305,0,-0.032786885,0,0,0.071428571,-0.115384615,0.103448276,-0.076923077,0.071428571,0,0,-0.153846154,0.2,-1.615384615,0,0,0,0,0.088235294,0,0,0,-0.064516129,-0.515151515
223,Pat Lake,,0,0,0,0,0,0.369863014,-0.02173913,0.14893617,0,0,0,0,0,0,0,0,-0.666666667,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,-0.5,-1.666666667,-0.25,0.6,0,0,0
224,Patterson Lake,,-0.015151515,0,0,-0.029850746,-0.014492754,0.285714286,0,0.08,-0.260869565,0.155172414,0.020408163,0,0,0.0375,0.012987013,-0.013157895,-0.025974026,0,-0.025316456,-0.012345679,0.012195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0
225,Peltier Lake,,0,-8.958333333,0.006694561,0.048020219,0.005309735,0.017793594,-0.000905797,0.005429864,0,0,-0.000909918,0,0.898086337,0.008733624,0.140969163,-0.056410256,-0.063106796,0.00456621,-0.027522936,0.004464286,-0.035874439,-0.017316017,0,0.142857143,0,0.041666667,-0.130434783,-0.221153846,-0.007874016,-0.015625,-0.038461538,-0.044444444,-0.056737589,0,0,0.055555556,0.117647059,0,-0.066666667,0,0,0,0,-0.0625,0,0,-0.019607843,0.189102564,-0.023715415,-0.092664093,0.003533569,-0.085106383,0.039215686,0,-0.010204082
226,Penn Lake,,0,-0.002610709,0.001916085,-0.017130199,0.005323525,0.00155695,0,-0.000389845,0.182570997,-0.008461951,0.00904095,0,-0.819875776,-0.160409556,-0.697058824,0.012131716,0,0,0,0.273684211,0,0,0,-0.023780488,0.014294223,-0.44652568,0.167919799,-0.077309237,-0.015377446,-0.004589261,-0.153494746,-0.015049505,-0.014436208,0,-0.627906977,0.054887218,-0.633253779,0.172917681,0.024734982,0.099033816,0.000670241,0.09121395,0.239852399,-0.013592233,0,-0.012658228,-0.0125,-0.12345679,-0.175824176,0.037383178,-0.058252427,-0.027522936,0.053571429,0.009433962,-0.066666667
227,Pepin Lake,,0.355555556,1,0,0,0,0,-0.090909091,-0.222222222,-0.295454545,0.298245614,-0.05,0.297142857,1,0,0,0,0,-0.054054054,0.017094017,-0.008695652,0.043103448,0,0,1,0,0,0,0,0,0.333333333,0.5,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.363636364,1,0,0,0,0,0,0,0,0,-0.25
228,Peter Lake,,0,-0.055084746,0.014056225,-0.00814664,-0.004040404,0.006036217,0.002024291,-0.012170385,0.286573146,-0.002808989,0.005602241,0,0.145695364,0.015503876,0.031496063,0.024390244,-0.008333333,0.008264463,0,0,-0.025,-0.016260163,0,-0.121212121,0,-0.054054054,0,0.051282051,0,0.108108108,0.03030303,0,0,0,-0.083333333,0,0,-0.076923077,0.071428571,0,0,0,0,0,0,-0.066666667,-0.125,-0.111111111,-0.1,0,0,0,0,0,0
229,Phalen Lake,,-0.005960376,-0.052616206,-0.004955009,-0.003628905,0.008135513,-0.017910211,-0.000622835,0.018206575,-0.002932203,0.237920272,-0.002592151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0234375,-1.342,0.005123826,0.004291845,0.015517241,0.025714286,0.064516129,0,0.097178683,0.065972222,0.17472119,0.067567568,-0.09178744,0.008849558,0.004464286,-0.004484305,0.032596685,0.026841805,0.028755869,-0.007854985,-0.041966427,0.637514384,-0.019047619,-1.724299065,0.017724414,0.052968568,0.095267363
230,Pickerel Lake,,0,-4.305709024,-0.040958001,0.02900967,0.002747253,-0.002410468,-0.001717623,-0.006515775,-0.001362862,-0.010888057,-0.01009761,0,0.808584475,0.015267176,0.175387597,-0.057579318,0.022222222,0.014772727,-0.042675894,-0.07300885,0.004123711,0.002070393,0,0.106060606,-0.101694915,0,-0.030769231,0.014925373,0.015151515,0.007692308,-0.015503876,0,0,0,0,-0.051282051,-0.024390244,-0.047619048,0,0,0,0,0,0,0,0,0,0.199300699,-0.052401747,-0.008298755,0,-0.024691358,0,-0.008032129,0.047808765
231,Pierson Lake,,0.018691589,-0.680952381,0,-0.011331445,0.022408964,0.426934097,0,0.025,-0.194871795,0.008583691,0.008658009,0,0.019607843,0,0,0,0.1,0.066666667,-0.095238095,0,0,-0.043478261,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.166666667,0,0,0,0,0,0,0,0
232,Pike Lake,,-0.575607064,0.00910683,-0.02156239,0.01799308,-0.021846371,-0.014827586,-0.000679579,0.025466893,0.126829268,0.233838787,-0.002604167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.846153846,0,-1.72972973,0.02970297,0,0,-1.071428571,0,-0.068965517,0,0,0.258064516,0,-0.347826087,-0.096774194,0,0,-0.591549296,0,-0.03539823,0.017094017,0.017391304,0.150442478,-0.052083333,-0.099009901,0,0,0.018018018
233,Pine Tree Lake,,0,0,-0.003294893,-0.004926108,-0.001633987,0.491027732,-0.022435897,0.037617555,0,0,0,0,0,0.043478261,0.090909091,0.05,-0.263157895,-0.041666667,0.24,0,0,0,0,0,0,0,0,0,-0.181818182,0.153846154,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,-1,-1.222222222,-0.15,0.608695652,0,0,0
234,Plaisted Lake,,0,0,0,0.027777778,-0.047619048,0.409090909,0.030769231,0.126984127,-0.018181818,-0.017857143,0,0,0,0,-0.060606061,0.057142857,-0.303030303,0.023255814,0.261904762,0.129032258,-0.037037037,0.071428571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-2,0.133333333,0.461538462,0,0,0
235,Pleasant Lake,,0.265887138,1,0,0,0,0,-0.100928793,-0.107424072,-0.32503809,0.300114987,0.000547645,0.361392149,1,0,0,0,0,-0.017125838,0.005124451,0.011773363,-0.024571854,-0.01744186,-5.222222222,1,0,0,0,0,-35.6,0.112021858,0.132307692,-0.163120567,-0.042682927,0.307692308,1,0,0,0,0,-1.118421053,0.161490683,0.296296296,-0.357894737,-0.062015504,0.309692671,1,0,0,0,0,-0.27184466,0.030534351,-0.020997375,-0.097686375,0.004683841
236,Pomerleau Lake,,0,0.028447205,-0.031070196,-0.060887897,-0.018819404,-0.005507113,-0.061615701,-0.034286328,0.311649174,-0.0522343,-0.04748924,0,-0.450704225,-0.237864078,-0.407843137,-0.317548747,0.198731501,-0.248021108,-0.042283298,0.09127789,0.002232143,0.089485459,0,-0.014925373,-0.014705882,-0.130434783,-0.025641026,0,-0.1,0.022727273,-0.023255814,-0.090909091,0.0625,0,-0.105263158,-0.047619048,-0.090909091,0,0,0.083333333,0,0,0,-0.090909091,0,-0.025316456,-0.283950617,-0.032051282,-0.031055901,0,-0.084337349,-0.047222222,-0.047745358,-0.005063291,-0.005037783
237,Powers Lake,,0,0,0.000993049,-0.012922465,0.010794897,0.499007937,0,0,0,0.003960396,-0.003976143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042553191,0.510204082,-1.041666667,-0.265306122,-0.016129032,0,0,0,0.047619048
238,Priebe Lake,,-0.000558243,-0.11344616,-0.003006514,0.001498751,0.001334223,0.044422178,0.007864383,-0.00281839,-0.002107852,0.299737073,0.008010013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.03030303,-1.176470588,0,0.013513514,-0.020547945,0,0,0,0,0,0,0,1,0,0,0,0.022857143,-0.280701754,-0.03652968,0.105726872,-0.113300493,0.477876106,-0.06779661,-0.547619048,0,0.020512821,0.062827225
239,Raven Lake,,-0.090378007,-0.030570438,-0.030275229,-0.00296824,0.002959455,-0.012466607,-0.008501906,-0.012209302,-0.033601379,-0.020561267,-0.117070515,-0.051282051,0,0,0,0,-0.048780488,0,0,-2.279069767,-1.418439716,0.785923754,-0.344827586,-0.068376068,-0.08,0,0,0.014814815,-0.015037594,0,-0.014814815,0.087591241,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Rebecca Lake,,0,0.043343653,-0.003236246,0.035483871,0,-0.010033445,0,0.009933775,0.240802676,0.004405286,0,0,0.181818182,0,0,0.111111111,-0.125,0,0,-0.111111111,0,0,0,-0.014492754,-0.042857143,-0.02739726,0.026666667,0.02739726,-0.028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222222222,-0.018181818,-0.053571429,0.033898305,0,0,0,-0.035087719,0,0
241,Red Rock Lake,,0,-0.001261432,0.004094488,-0.007590133,0.007532957,0,0,0.000948767,0.362773029,-0.002980626,-0.019811788,0,0,0,0,0,0,0,0,0.333333333,0,0,0,-0.225490196,0.016,-0.268292683,0.064102564,0,-0.034246575,-0.013245033,0.019607843,0.026666667,-0.01369863,0,-0.158878505,-0.032258065,-0.625,0.350961538,0,0.014814815,-0.015037594,-0.014814815,0,0.01459854,0,0.034482759,0,0,0.017857143,0,0,0,-0.036363636,-0.105263158,0
242,Regional Park Lake,,-0.064864865,-53.94923858,0.001755196,-0.027762354,0.024941473,0.484162896,-0.002327247,0.000893017,0.000536289,-0.003756036,0.00427655,-0.016129032,-5.428571429,0.054320988,0.015665796,0.023872679,-0.065217391,-0.022959184,0.104738155,0.011142061,0.011267606,0.065527066,1,0,0,-0.25,0.2,-119.25,-0.01039501,0.034979424,0.002132196,-0.002136752,0.035181237,0,0,-0.457142857,-0.235294118,0.015873016,-0.758064516,-0.036697248,0.03539823,0.018348624,-0.093457944,0.064102564,0,-345.5,0.01010101,0.327988338,-0.494577007,-0.513788099,-0.032598274,0.00371402,0,0.000931966,0.063432836
243,Reitz Lake,,0,-0.010526316,-0.864583333,0.015363128,0.017021277,0.360750361,0.060948081,-0.064903846,-0.191873589,0.079545455,-0.152263374,-0.024242424,-0.964497041,0.530120482,0.051282051,0.047297297,0.042553191,0,-0.007407407,-0.014705882,0.028985507,0.052238806,0,0,0,0,0,0,0.083333333,-0.090909091,0,0.25,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,-0.206896552,-0.457142857,0,0.137254902,-0.136363636,0,0,-0.2,-0.133333333
244,Reshanau Lake,,0,-294.75,-0.053254438,0.014446228,0,0,0.000814332,0,-0.02607987,0.001588562,-0.023866348,0,0.998305803,0,0,0,0,0,0,-1,-0.25,0.2,0,-0.5,0,0,0,0.333333333,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009615385,-0.004761905,0,0,-0.009478673,-0.014084507,-0.027777778,0.018018018,-0.036697248
245,Rest Area Pond,,0,0,-0.008583691,0.025531915,-0.034934498,0.510548523,0,0.060344828,-0.009174312,0,0.018181818,0,0,0.1,0.055555556,0.058823529,-4.25,-0.047619048,0.613636364,0,0,0.617647059,0,0,0,0.25,-0.333333333,-14.5,-0.129032258,0.314285714,0,0,0.5,0,0,0,0,0,0,-0.0625,0.705882353,0,0,0.35,0,0,0,0.5,-1,0.03030303,-0.03125,0,0,0,0.227272727
246,Rice Elm Lake,,0,0.007741501,0.000593623,-0.015103946,0.000501546,0.000752697,-0.000920656,0.001337905,0.314577577,-0.000488639,-0.041269841,0,-0.428571429,0.3125,-0.272727273,-0.128571429,-0.227848101,0.206185567,-0.012987013,-0.012820513,-0.126582278,-0.02247191,0,-0.026190476,-0.185614849,-0.761252446,0.092222222,0.011015912,0.002475248,-0.073200993,0.003468208,-0.020881671,0,0,-0.237410072,-0.627906977,-0.133928571,0.02992126,0.006493506,0.001633987,0.039279869,-0.005110733,0.003389831,0.006802721,0,-0.026041667,-0.010152284,-0.010050251,-0.004975124,0,0,0.004950495,0,0,0
247,Rice Lake,,0,0,0,-0.090909091,0,0.333333333,0,0.0625,-0.2,0.166666667,-0.066666667,0,0,0,0.032786885,0,0.033898305,0.035087719,0,0,-0.109090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Riley Lake,,-0.294223827,0.509995351,-0.062618596,-0.004464286,0.000888889,-0.903024911,-0.002805049,-0.052680653,-0.007528787,0.130549451,-0.004550051,-0.461538462,0.210526316,0,0,0,-0.266666667,0.368421053,0.166666667,0,-1,-0.2,0,0.817073171,0,0,0,0,-7.266666667,0.028225806,0.020746888,-0.050847458,0.024193548,0.333333333,1,0,0,0,0,-5,0.291666667,0.294117647,-1,-0.083333333,0.158878505,0.722222222,0,-0.08,0,-2.574074074,-0.051813472,0.019704433,-0.025125628,-0.029411765,-0.052380952
249,Rogers Lake,,-0.001246106,0.000622278,-0.001867995,0.002486016,0,0,0,-0.001246106,-0.000933416,-0.000932546,-0.001552795,0,0,0,0,0,0,0,0,0,0,0,-0.031496063,-0.007633588,0.007575758,-0.015267176,0.082706767,-0.090163934,0.007518797,0.015151515,0,0,0,0,0,0,0.047619048,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Rose Lake,,0,0,0,-0.008695652,0.00862069,0.513043478,0,0.017857143,0,0.018181818,0,0,0,0,0,0,-3,0,0.5,0,-1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-1,0,0,0,0,0.166666667
251,Rutz Lake,,0.00462963,-0.586046512,-0.076246334,-0.016348774,0,0.351206434,0.008264463,0.0125,0.004219409,0.008474576,-0.004273504,-1.909090909,0.65625,-0.12987013,0.068965517,-0.024691358,0.072289157,0,-0.012987013,-0.076923077,0.035714286,0.024691358,0,0,0,0,0,0,0,0,0,-0.045454545,0,0,0,0,0,0,0.25,0,0,0,0,0,0,-0.533333333,0.086956522,-0.095238095,0,-0.739130435,-0.075,-0.093023256,0,0.170212766,-0.102564103
252,Ryan Lake,,0,-0.000602047,-0.001203369,0.012259615,-0.000973473,0.004497933,0.00073269,-0.002077478,0.100121951,-0.000406559,0.001490111,0,0,0,-0.5,0.333333333,0,0,0,0,0,0,0,-0.286746988,-0.052434457,-0.332740214,0.094793057,-0.004424779,-0.017621145,0.023088023,0.008862629,-0.002980626,-0.014858841,0,0.041237113,0.089605735,-0.106299213,0.010676157,0.035971223,-0.037313433,0.007194245,0.028985507,-0.007462687,0.018518519,0,-0.458333333,-0.057142857,0.027027027,0,0,0,0,-0.166666667,0,0
253,Sand Lake,,0,0,-0.015209125,0.007490637,-0.00754717,0.464419476,-0.048951049,0.08,0,0,0.007246377,0,0,0.024691358,-0.012658228,0.0125,0.012658228,-0.871794872,0.575342466,0,0,0,0,0,0,0,0,0,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-0.068965517,-0.806451613,0.428571429,0,0,0.078125
254,Sarah Lake,,0,0,-0.004907975,-0.003663004,-0.01216545,-0.002403846,0.003597122,-0.002406739,0.337334934,0.005434783,-0.005464481,0,0.016949153,0.060344828,0.018348624,-0.411214953,0.006622517,0.04,0,-0.069444444,0.045454545,-0.095238095,0,0.076923077,-0.583333333,0.052631579,0,0,0,0,-0.111111111,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-0.058823529,0,-0.083333333,0,0,0.051282051,0,-0.459459459,0.074074074,0.08
255,Scheuble Lake,,-0.002610966,-0.002604167,0.005194805,-0.001305483,0.001303781,0.398172324,0.006507592,0.006550218,-0.054945055,0.052083333,0.002197802,0.033333333,-0.068965517,-0.016129032,0.031746032,0.081967213,0.035714286,0,0.018518519,-0.018867925,-0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105263158,0,0,0,0.047619048,0,0,0,0,-0.35
256,Schmidt Lake,,0,0.00390625,0.016147636,-0.000937866,-0.001171234,0.00163781,0.001874854,0.000234797,0.389854392,-0.000769823,-0.001923077,0,0,0,0,0,0,0,0,0,0,0,0,0.191780822,0,-0.033898305,0,0.016393443,-0.033333333,-0.032258065,0.125,0,0,0,0,0,-0.4,0.285714286,0,0,0,-0.2,0,0,0,-0.173333333,-0.068181818,0,0,0,-0.063829787,0,0.03,0,0
257,School Lake,,0,0,0,-0.040268456,0,0.490322581,0,0.012658228,0,0,0,0,0,0,0.428571429,0,-0.5,0.166666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-0.666666667,0.4,0,0,0,0
258,Schroeder Pond,,0,0,0,0.024390244,-0.025,0.426829268,0,0.085106383,0,0,0.023255814,0,0,0,-0.02,0.019607843,-0.16,-0.034482759,0.266666667,-0.090909091,0.041666667,0.065217391,0,0,0,0,0,0,-0.285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466666667,-0.875,0.066666667,-0.142857143,0,0,0,0.1875
259,Schultz Lake,,-0.333447802,-0.032191604,-0.010728543,-0.032090842,-0.000478354,-0.001434377,0.000954882,-0.028434886,-0.043912639,-0.054529268,-0.065006332,0.614678899,0,-0.015873016,-0.15625,-0.013513514,0.02,-0.408163265,-0.565217391,0.12654321,0.466431095,-0.503311258,0.048780488,-0.051282051,0.048780488,-0.051282051,-0.146341463,0.085106383,0.046511628,0,0,0.048780488,0,0.315789474,0.076923077,0,-0.083333333,0.153846154,0,0.454545455,-0.166666667,0,0,0,0.166666667,0.666666667,0.4,-0.666666667,0,0.2,0.5,0,0,0,0
260,Schutz Lake,,-0.060240964,0.005681818,0,-0.005714286,-0.011363636,0.466292135,0,0.042105263,-0.164835165,0.094339623,-0.010416667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066666667,0,0,0,0,0.1875,0,-0.076923077,0.071428571,0.076923077,0
261,Scout Lake,,-0.001655739,-0.002710923,0.000131883,-0.00244015,-6.58E-05,0,-0.000394711,0.000394555,0.000394711,-0.001645278,0.000722733,0,0,0,0,0,0,0,0,0,0,0,-0.100977199,-0.215976331,-0.00486618,-0.004842615,-0.007228916,0.004784689,0,-0.004807692,0,0,0.004784689,-1.380952381,0.58,0.047619048,0,0.025,0,0,0,0,0,0,0,0,0,0.046511628,0,0,-0.048780488,-0.046511628,0,0,0.022222222
262,Sea Lake,,0,0,0,0.018404908,-0.01875,0.441717791,0,0.054945055,0,0,0.023255814,0,0,0,-0.033707865,0.032608696,-0.056179775,0.021276596,0.152173913,0,0,0.243589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,-0.363636364,-1.133333333,0,0.375,0,0.6,0
263,Sed Basin Adj to Valley Lake,,-0.025881965,-0.004017355,-0.010723431,0,0.000475059,0.001742712,-0.00190446,0.000633613,0.001902045,0,0.001746864,0.869565217,-5.333333333,0.877192982,0.285714286,0,0,0,-0.4,0,0,-30,-0.055401662,0.031496063,0,0,0,-0.016260163,0.021333333,-0.010899183,0.016172507,-0.005479452,0,0.857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,Seidl Lake,,-0.027525838,-0.006774094,-0.005403201,0.003041979,0.002847844,0.000203998,-0.00132626,-0.001630158,0.001627505,-0.001120734,0.001017708,0,0,0,-0.071428571,0,0,0.066666667,0,0,0,0,0.03985056,-0.050583658,0.017283951,-0.00879397,0.00747198,-0.027603513,0.001221001,0.002444988,0.017156863,0.002493766,0.01,-0.036697248,0.017699115,0,0,0,-0.004504505,0.01793722,-0.059360731,0.00862069,0.02173913,-0.008888889,0,0,-0.083333333,0.019230769,-0.019607843,0.230769231,0,-0.275,0,0.078431373,0
265,Shady Oak Lake,,0,-0.012229016,-0.001922021,-0.164976706,0.051752529,0.008682709,0.011511512,-0.001265823,0.19494311,-0.002512563,-0.11716792,0,-0.208333333,0,-1.482758621,0,0.055555556,0,0,0,0,-0.176470588,0,-0.098571429,0.014304291,-0.849604222,0.22253923,0.001834862,-0.021139706,-0.00180018,0.014375562,-0.014585232,-0.296495957,0,-0.446078431,-0.030508475,-1.907894737,0.279411765,0,0.003139717,-0.006299213,-0.009389671,-0.003100775,-0.55950541,0,-0.842105263,0,-3.928571429,0.324637681,0.025751073,0,0.004405286,-0.024336283,0.004319654,-0.772234273
266,Shavers Lake,,0,0.006570302,-0.000881834,-0.000440529,-0.003522677,0.001316367,0.005272408,0.015459364,0.368775236,-0.005685856,-0.004240283,0,0,0,0,0,0,0,0,0,0,0,0,0.015151515,-0.030769231,-0.134328358,0.105263158,0,0.014705882,0,0.007462687,-0.022556391,0.066176471,0,0,0,0,1,0,0,0,0,0,0,0,0.018181818,0,-0.018518519,0,0,0,0,0.018181818,0,0
267,Shields Lake,,0,0,0,-0.096132597,0.004032258,0.488866397,-0.003960396,0.043392505,0.004123711,0.002070393,0,0,0,0.013333333,0.135135135,-0.015625,-0.246153846,-0.024691358,0.21686747,0,0,0.030769231,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.505050505,-1.020408163,-0.333333333,-0.045454545,0.173913043,0,0,0.026315789
268,Silver Lake,,-0.000842283,-0.051756785,-0.015203041,0.003743842,-0.008109177,0.008632529,-0.00178112,0.016989332,-0.066921222,0.341495574,0.001716247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.333333333,-66,-0.037313433,-2.115107914,0.006928406,0.023255814,-0.069047619,0,0,0.040816327,0.021276596,0.02173913,0.288888889,0,-2.09375,0,0.070707071,-0.065217391,-0.003115265,-0.121118012,-0.047091413,0.007936508,0.045333333,0.572625698,-0.202614379,-0.451086957,0.033707865,0.007751938,0.0234375
269,Simley Lake,,-0.01361311,-0.48100941,0.001212961,-0.006361323,0.00333295,0.15734548,-0.001847417,0.005668625,0.001030291,-0.000206271,0.003230907,0,-63.66666667,0,-0.025773196,0.015075377,-0.290816327,-0.051383399,0.052631579,0,0,0.261904762,-0.07788162,0.060693642,0.003076923,0.033950617,0.022364217,-2.526143791,0.042632067,-0.037754114,0.005597015,-0.00750469,0.13594041,0.098039216,-4.630434783,-0.104247104,0,0.013986014,-1,0.035460993,-0.183823529,-0.00621118,-0.027777778,0.196696697,0,-13.5,0.025862069,0.415929204,-0.772727273,-0.393162393,-0.049079755,0.023391813,-0.011976048,0.059171598,0.053459119
270,Smetana Lake,,0,0.083145052,-0.008378512,-0.062072336,0.007363092,0.010199351,0.000936768,0.000937647,0.32426091,0.008333333,0.00070028,0,-0.114942529,0,-0.958762887,-0.084210526,0,0,0.077669903,0,0.010526316,0.021276596,0,-1.276405675,0.320637119,-0.913353721,0.227845853,0.280818767,0.395586824,0.000529101,-0.709370037,-0.005884175,0.022167488,0,-1.955970149,0.349406715,-1.052774544,0.276181474,0.320710368,0.952710496,0,-3.040650407,0.00804829,-0.004056795,0,-3.860824742,0.321580064,-0.960922235,0.239139099,0.321634364,0.475675676,0.002945508,-0.868537666,-0.011857708,0.028125
271,Snail Lake,,-0.034249303,-0.011166731,-0.020944402,0.005221932,0,-0.025496813,-0.001462523,0.021905805,-0.008585293,0.440784604,0.000661813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085106383,0,0,0.019607843,0,0.826666667,-0.153846154,-1.633333333,0,0,0.227848101
